"SetCode","OrganizationCode","ReferenceGroupName","Name","CreatedBy","CreationDate","DeterminantType","LastUpdateDate","LastUpdateLogin","LastUpdatedBy","SysEffectiveDate","ClassificationCode","EffectiveStartDate","EffectiveEndDate"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","VRM_REVENUE_POLICIES","US1 Business Unit","SCM_IMPL","2014/05/06 13:58:50.0","BU","2014/05/06 13:59:23.905","F8BA5A8DA9BD408BE0436204548C082F","SCM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","VRM_REVENUE_RULES","US1 Business Unit","SCM_IMPL","2014/05/06 13:58:50.0","BU","2014/05/06 13:59:23.959","F8BA5A8DA9BD408BE0436204548C082F","SCM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","ZBS_STATUS_LOOKUP_VALUES","US1 Business Unit","SCM_IMPL","2014/05/06 13:58:50.0","BU","2014/05/06 13:59:23.96","F8BA5A8DA9BD408BE0436204548C082F","SCM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","OKC_APPLY_HOLD_REASONS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.513","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","OKC_CANCELLATION_REASONS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.526","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","OKC_CLOSE_REASONS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.526","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","IEX_COLLECTIONS_SETUPS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.527","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","OKC_CONTRACT_TYPES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.527","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","MOO_CRED_ALLOC_TEMPLATES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.527","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"CUSTSITE","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","HZ_CUSTOMER_ACCOUNT_RELATION","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2016/08/03 15:41:19.762","392A31CB85C07921E0537AA3FD0A1E59","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"CUSTSITE","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","HZ_CUSTOMER_ACCOUNT_SITE","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/30 11:18:15.094","E9F407A693AB611AE0436204548CE44A","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"COMMON","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","HRR_DASHBOARD_TEMPLATES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/28 14:09:54.374","E9CE99E81F615990E0436204548C62E6","HCM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"USDEPTS","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","PER_DEPARTMENTS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/28 14:09:54.419","E9CE99E81F615990E0436204548C62E6","HCM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","IEX_DUNNING_PLANS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.53","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","FND_TREE_GROUP","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.53","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"COMMON","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","PER_GRADES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2016/04/21 18:35:06.919","31038AF3A5DF5B65E053790B548C00A6","HCM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","DOO_HOLD_CODES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.532","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","JA_CN_TRANSFER_RULE","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.532","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"COMMERCIALJOB","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","PER_JOBS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/28 14:09:54.422","E9CE99E81F615990E0436204548C62E6","HCM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"USLOCS","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","PER_LOCATIONS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/28 14:09:54.423","E9CE99E81F615990E0436204548C62E6","HCM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","MOW_ASSESS_TEMPL_GROUP","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.534","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"COMMON","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","DOO_ORCHESTRATION_PROCESS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2014/05/06 13:59:23.996","F8BA5A8DA9BD408BE0436204548C082F","SCM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"COMMON","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AP_PAYMENT_TERMS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/29 21:00:54.771","E9E434C0782C1B3AE0436204548C5DAA","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"COMMON","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","HRA_PERFORMANCE_TEMPLATES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/28 14:09:54.424","E9CE99E81F615990E0436204548C62E6","HCM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","PJF_ACCOUNTING_DEFINITION","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.535","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"COMMON","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","PJF_RATES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/11/04 17:50:25.012","EA5E35E99D084986E0436204548CEED5","PPM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_ACCOUNTING_RULES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.536","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_AGING_BUCKETS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/30 11:22:30.471","E9F407A693AB611AE0436204548CE44A","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_APP_EXCEPTION_RULES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.537","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_AUTOCASH_RULES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.537","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_AUTOMATCH_RULES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.537","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_COLLECTORS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.538","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_LOCKBOX","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.538","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_MEMO_LINES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.539","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_PAYMENT_TERMS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.539","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_REMIT_TO_ADDRESS","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.539","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_REVENUE_CONTINGENCIES","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.54","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_TRANSACTION_SOURCE","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/10/25 13:30:41.54","E9917C7BA5A21944E0436204548C6BC7","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"US1BUSET","E988DA0F6B302192E0436204548CB702 300000046987012 2013-10-25 13.20.39.492","AR_TRANSACTION_TYPE","US1 Business Unit","FIN_IMPL","2013/10/25 13:30:39.629","BU","2013/11/03 10:52:31.017","EA4494518FD36F17E0436204548C3ADC","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"COMMON","EB163118647D3D4AE0436204548C2AF3 300000047498175 2013-11-13 20.55.56.493","HRR_DASHBOARD_TEMPLATES","UK Business Unit","FIN_IMPL","2013/11/13 20:59:12.838","BU","2013/11/18 11:03:17.341","EB6FC09AB76B1BE0E0436204548CA051","HCM_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"UK1BUSET","EB163118647D3D4AE0436204548C2AF3 300000047498175 2013-11-13 20.55.56.493","MKL_LEAD_TIMELINE_SETID","UK Business Unit","FIN_IMPL","2016/08/03 15:43:36.0","BU","2016/08/03 15:43:42.962","392A31CB85C07921E0537AA3FD0A1E59","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"UK1BUSET","EB163118647D3D4AE0436204548C2AF3 300000047498175 2013-11-13 20.55.56.493","OKC_APPLY_HOLD_REASONS","UK Business Unit","FIN_IMPL","2013/11/13 20:59:12.838","BU","2013/11/13 20:59:14.539","EB0F50CCAA0240E5E0436204548CFB1D","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"UK1BUSET","EB163118647D3D4AE0436204548C2AF3 300000047498175 2013-11-13 20.55.56.493","OKC_CANCELLATION_REASONS","UK Business Unit","FIN_IMPL","2013/11/13 20:59:12.838","BU","2013/11/13 20:59:14.54","EB0F50CCAA0240E5E0436204548CFB1D","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"UK1BUSET","EB163118647D3D4AE0436204548C2AF3 300000047498175 2013-11-13 20.55.56.493","OKC_CLOSE_REASONS","UK Business Unit","FIN_IMPL","2013/11/13 20:59:12.838","BU","2013/11/13 20:59:14.541","EB0F50CCAA0240E5E0436204548CFB1D","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"UK1BUSET","EB163118647D3D4AE0436204548C2AF3 300000047498175 2013-11-13 20.55.56.493","IEX_COLLECTIONS_SETUPS","UK Business Unit","FIN_IMPL","2013/11/13 20:59:12.838","BU","2013/11/13 20:59:14.541","EB0F50CCAA0240E5E0436204548CFB1D","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
"UK1BUSET","EB163118647D3D4AE0436204548C2AF3 300000047498175 2013-11-13 20.55.56.493","OKC_CONTRACT_TYPES","UK Business Unit","FIN_IMPL","2013/11/13 20:59:12.838","BU","2013/11/13 20:59:14.541","EB0F50CCAA0240E5E0436204548CFB1D","FIN_IMPL","2024/02/12","FUN_BUSINESS_UNIT","0001/01/01","4712/12/31"
